,Hour,DHI,DNI,WS,RH,T,TARGET
299,5,39,507,3.1,55.95,14.3,11.0723092
300,6,50,652,3.3,52.18,16.1,19.79839847
301,6,58,747,3.0,46.05,18.1,29.2747134
302,7,64,814,2.6,37.25,20.1,38.93826595
303,7,69,861,2.5,34.61,21.3,48.41416915
304,8,74,897,2.3,27.95,22.5,57.60834834
305,8,77,924,2.2,26.8,23.2,66.14588447
306,9,132,828,2.0,24.75,23.9,70.55506718
307,9,326,464,1.9,23.88,24.5,65.86347139
308,10,428,174,1.7,22.88,25.0,54.22916983
309,10,424,100,1.6,22.34,25.4,48.22434382
310,11,293,37,1.5,21.67,25.8,30.67955464
311,11,241,21,1.5,21.52,25.9,24.48732404
312,12,338,67,1.5,21.13,26.1,37.71602536
313,12,356,226,1.6,21.38,25.9,53.47806399
314,13,476,391,1.6,21.84,25.7,78.80995178
315,13,409,472,1.7,22.37,25.3,78.24736762
316,14,237,727,1.8,23.44,24.8,80.78099978
317,14,198,600,1.7,24.01,24.4,63.98708955
318,15,324,264,1.7,25.03,23.9,48.8819016
319,15,306,136,1.7,25.79,23.4,37.34184984
320,16,116,7,1.6,26.83,22.9,11.25891108
321,16,148,19,1.6,26.83,22.9,14.82423292
322,17,148,186,1.9,29.93,21.7,21.29838774
323,17,130,244,1.7,32.01,20.6,19.89124581
324,18,91,181,1.4,41.65,19.4,12.66676229
325,18,54,126,1.2,45.74,17.9,6.84954736
326,19,21,51,1.0,53.81,16.4,2.251943111
327,19,1,1,0.9,55.62,15.9,0.093831479
328,20,0,0,0.8,57.52,15.3,0.0
329,20,0,0,0.8,59.77,14.7,0.0
330,21,0,0,0.8,61.34,14.2,0.0
331,21,0,0,0.8,63.35,13.7,0.0
332,22,0,0,0.7,64.82,13.1,0.0
333,22,0,0,0.7,66.1,12.8,0.0
334,23,0,0,0.6,67.64,12.4,0.0
335,23,0,0,0.6,69.44,12.0,0.0
